ID,_ItemID,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Category,_Show
1,30210298,216,5,0,0,0,0,0,0,1,1
2,20610398,216,8,0,0,0,0,0,0,1,1
3,90410598,216,11,0,0,0,0,0,0,1,1
4,70210798,216,14,0,0,0,0,0,0,1,1
5,30210998,216,17,0,0,0,0,0,0,1,1
6,21011198,216,20,0,0,0,0,0,0,1,1
7,90211198,216,23,0,0,0,0,0,0,1,1
8,70211398,216,26,0,0,0,0,0,0,1,1
9,10211598,216,29,0,0,0,0,0,0,1,1
10,30211598,216,32,0,0,0,0,0,0,1,1
11,20611798,216,35,0,0,0,0,0,0,1,1
12,90211798,216,38,0,0,0,0,0,0,1,1
13,10212197,216,41,0,0,0,0,0,0,1,1
14,20612197,216,44,0,0,0,0,0,0,1,1
15,10220101,38,2,66,1,0,0,0,0,1,1
16,70220101,70,10,0,0,0,0,0,0,1,1
17,90520101,38,3,70,10,62,1,0,0,1,1
18,10220201,38,2,66,1,0,0,0,0,1,1
19,70220201,70,10,0,0,0,0,0,0,1,1
20,90520201,38,3,70,10,62,1,0,0,1,1
21,10220501,38,2,66,1,0,0,0,0,1,1
22,70220501,70,10,0,0,0,0,0,0,1,1
23,90520501,38,3,70,10,62,1,0,0,1,1
24,10220601,38,2,66,1,0,0,0,0,1,1
25,70220601,70,10,0,0,0,0,0,0,1,1
26,90520601,38,3,70,10,62,1,0,0,1,1
27,40103001,462,1,0,0,0,0,0,0,1,1
28,160300088,14,5,0,0,0,0,0,0,1,1
29,161300088,106,3,0,0,0,0,0,0,1,1
30,162300088,148,1,0,0,0,0,0,0,1,1
31,163300088,18,5,0,0,0,0,0,0,1,1
32,160400088,26,5,0,0,0,0,0,0,1,1
33,161400088,30,30,0,0,0,0,0,0,1,1
34,162400088,22,5,0,0,0,0,0,0,1,1
35,163400088,34,30,0,0,0,0,0,0,1,1
36,160500088,292,1,0,0,0,0,0,0,1,1
37,162400089,14,10,0,0,0,0,0,0,1,1
38,163400089,18,10,0,0,0,0,0,0,1,1
39,161500089,22,10,0,0,0,0,0,0,1,1
40,162500089,94,1,0,0,0,0,0,0,1,1
41,163500089,102,1,0,0,0,0,0,0,1,1
42,163300011,156,1,0,0,0,0,0,0,1,1
43,163400011,30,600,0,0,0,0,0,0,1,1
44,163500011,162,1,0,0,0,0,0,0,1,1
45,160600011,144,5,0,0,0,0,0,0,1,1
46,190150901,26,40,0,0,0,0,0,0,5,1
47,190147171,18,60,0,0,0,0,0,0,5,1
48,80400298,14,10,0,0,0,0,0,0,1,1
49,81000297,26,10,0,0,0,0,0,0,1,1
50,80200198,26,10,0,0,0,0,0,0,1,1
51,80400497,22,10,0,0,0,0,0,0,1,1
52,81200498,18,10,0,0,0,0,0,0,1,1
53,81000497,14,10,0,0,0,0,0,0,1,1
54,82801097,22,10,0,0,0,0,0,0,1,1
55,100112088,18,60,0,0,0,0,0,0,1,1
56,80900497,30,100,0,0,0,0,0,0,1,1
57,80200498,22,10,0,0,0,0,0,0,1,1
58,80801561,14,10,0,0,0,0,0,0,1,1
59,80301561,26,10,0,0,0,0,0,0,1,1
60,80200697,22,10,0,0,0,0,0,0,1,1
61,80700497,14,10,0,0,0,0,0,0,1,1
62,81200698,22,10,0,0,0,0,0,0,1,1
63,80700697,18,10,0,0,0,0,0,0,1,1
64,80100698,34,100,0,0,0,0,0,0,1,1
65,81000897,14,60,0,0,0,0,0,0,1,1
66,82800897,26,60,0,0,0,0,0,0,1,1
67,80201297,26,10,0,0,0,0,0,0,1,1
68,80301361,14,10,0,0,0,0,0,0,1,1
69,80701297,26,10,0,0,0,0,0,0,1,1
70,81200898,22,60,0,0,0,0,0,0,1,1
71,180202201,128,3,0,0,0,0,0,0,5,1
72,120141151,144,3,0,0,0,0,0,0,2,1
73,190144674,136,80,0,0,0,0,0,0,5,1
74,190144510,455,3,0,0,0,0,0,0,5,1
75,190144511,455,6,0,0,0,0,0,0,5,1
76,190144512,455,9,0,0,0,0,0,0,5,1
77,190170108,455,12,0,0,0,0,0,0,5,1
78,190144675,455,15,0,0,0,0,0,0,5,1
79,190144676,455,18,0,0,0,0,0,0,5,1
80,190144677,455,20,0,0,0,0,0,0,5,1
81,51340151,14,3,0,0,0,0,0,0,2,1
82,50840151,26,3,0,0,0,0,0,0,2,1
83,50740751,22,3,0,0,0,0,0,0,2,1
84,51540751,18,3,0,0,0,0,0,0,2,1
85,90440751,14,3,0,0,0,0,0,0,2,1
86,70140751,26,3,0,0,0,0,0,0,2,1
87,50642951,22,3,0,0,0,0,0,0,2,1
88,51042951,18,3,0,0,0,0,0,0,2,1
89,70242951,14,3,0,0,0,0,0,0,2,1
90,90642951,26,3,0,0,0,0,0,0,2,1
91,10242951,22,3,0,0,0,0,0,0,2,1
92,60142951,18,3,0,0,0,0,0,0,2,1
93,51542551,14,3,0,0,0,0,0,0,2,1
94,51542552,26,3,0,0,0,0,0,0,2,1
95,110142551,22,3,0,0,0,0,0,0,2,1
96,70342551,18,3,0,0,0,0,0,0,2,1
97,10242551,14,3,0,0,0,0,0,0,2,1
98,70242651,26,3,0,0,0,0,0,0,2,1
99,90442751,22,3,0,0,0,0,0,0,2,1
100,120140151,461,1,0,0,0,0,0,0,2,1
101,170102305,70,10,0,0,0,0,0,0,3,1
102,170102505,70,10,0,0,0,0,0,0,3,1
103,70210398,70,10,0,0,0,0,0,0,1,1
104,170102705,70,10,0,0,0,0,0,0,3,1
105,170104305,30,20,0,0,0,0,0,0,3,1
106,170104405,34,20,0,0,0,0,0,0,3,1
107,170104505,244,3,0,0,0,0,0,0,3,1
108,170104605,144,3,0,0,0,0,0,0,3,1
109,170195405,14,1,0,0,0,0,0,0,3,1
110,170195406,18,1,0,0,0,0,0,0,3,1
111,170195407,22,1,0,0,0,0,0,0,3,1
112,170195408,26,1,0,0,0,0,0,0,3,1
113,170195409,18,1,0,0,0,0,0,0,3,1
114,170195410,22,2,0,0,0,0,0,0,3,1
115,170195411,14,2,0,0,0,0,0,0,3,1
116,170195412,22,2,0,0,0,0,0,0,3,1
117,170195413,14,2,0,0,0,0,0,0,3,1
118,170195414,156,1,0,0,0,0,0,0,3,1
119,170195415,22,2,0,0,0,0,0,0,3,1
120,170195416,18,3,0,0,0,0,0,0,3,1
121,170195401,14,3,0,0,0,0,0,0,3,1
122,170195402,216,3,0,0,0,0,0,0,3,1
123,170195403,244,2,0,0,0,0,0,0,3,1
124,170195404,18,3,0,0,0,0,0,0,3,1
125,180134426,26,1,0,0,0,0,0,0,4,1
126,180134427,14,1,0,0,0,0,0,0,4,1
127,180134428,22,1,0,0,0,0,0,0,4,1
128,180134429,18,1,0,0,0,0,0,0,4,1
129,180134430,26,2,0,0,0,0,0,0,4,1
130,70210298,14,2,0,0,0,0,0,0,1,1
131,10110398,22,2,0,0,0,0,0,0,1,1
132,70210598,18,3,0,0,0,0,0,0,1,1
133,30210798,26,3,0,0,0,0,0,0,1,1
134,90410998,14,3,0,0,0,0,0,0,1,1
135,30211198,90,1,0,0,0,0,0,0,1,1
136,10211398,22,1,0,0,0,0,0,0,1,1
137,70211598,18,1,0,0,0,0,0,0,1,1
138,90511598,26,2,0,0,0,0,0,0,1,1
139,30211798,14,2,0,0,0,0,0,0,1,1
140,70211797,22,3,0,0,0,0,0,0,1,1
141,30212197,18,3,0,0,0,0,0,0,1,1
142,70212197,98,1,0,0,0,0,0,0,1,1
143,170130102,18,2,0,0,0,0,0,0,3,1
144,170130103,26,2,0,0,0,0,0,0,3,1
145,170130104,14,2,0,0,0,0,0,0,3,1
146,170130105,22,2,0,0,0,0,0,0,3,1
147,170130106,18,2,0,0,0,0,0,0,3,1
148,170130107,26,2,0,0,0,0,0,0,3,1
149,170130108,14,2,0,0,0,0,0,0,3,1
150,170130109,22,2,0,0,0,0,0,0,3,1
151,170130110,18,2,0,0,0,0,0,0,3,1
152,180100901,26,1,0,0,0,0,0,0,7,1
153,180101001,14,1,0,0,0,0,0,0,7,1
154,180101101,22,1,0,0,0,0,0,0,7,1
155,180101401,18,1,0,0,0,0,0,0,7,1
156,180101802,26,1,0,0,0,0,0,0,7,1
157,180104901,14,1,0,0,0,0,0,0,7,1
158,180107101,22,1,0,0,0,0,0,0,7,1
159,180107301,18,1,0,0,0,0,0,0,7,1
160,180107402,26,1,0,0,0,0,0,0,7,1
161,180107602,14,1,0,0,0,0,0,0,7,1
162,180114601,22,1,0,0,0,0,0,0,7,1
163,180128101,18,1,0,0,0,0,0,0,7,1
164,180130201,26,1,0,0,0,0,0,0,7,1
165,180100703,14,2,0,0,0,0,0,0,7,1
166,180100704,22,2,0,0,0,0,0,0,7,1
167,180105902,18,2,0,0,0,0,0,0,7,1
168,180107802,26,2,0,0,0,0,0,0,7,1
169,180108401,14,2,0,0,0,0,0,0,7,1
170,180108501,22,2,0,0,0,0,0,0,7,1
171,180108601,18,2,0,0,0,0,0,0,7,1
172,180108701,26,2,0,0,0,0,0,0,7,1
173,180134301,14,2,0,0,0,0,0,0,7,1
174,180116701,22,2,0,0,0,0,0,0,7,1
175,180124603,22,2,0,0,0,0,0,0,7,1
176,180128102,18,2,0,0,0,0,0,0,7,1
177,180131202,26,2,0,0,0,0,0,0,7,1
178,180132302,14,2,0,0,0,0,0,0,7,1
179,180133361,22,2,0,0,0,0,0,0,7,1
180,180133371,18,2,0,0,0,0,0,0,7,1
181,180133381,26,2,0,0,0,0,0,0,7,1
182,180133411,14,2,0,0,0,0,0,0,7,1
183,180133421,22,2,0,0,0,0,0,0,7,1
184,180102501,18,2,0,0,0,0,0,0,7,1
185,180128201,26,2,0,0,0,0,0,0,7,1
186,180132102,14,2,0,0,0,0,0,0,7,1
187,180100502,22,4,0,0,0,0,0,0,7,1
188,180102001,18,4,0,0,0,0,0,0,7,1
189,180102101,26,4,0,0,0,0,0,0,7,1
190,180102201,14,4,0,0,0,0,0,0,7,1
191,180102301,22,4,0,0,0,0,0,0,7,1
192,180102401,18,4,0,0,0,0,0,0,7,1
193,180103102,26,4,0,0,0,0,0,0,7,1
194,180104701,14,4,0,0,0,0,0,0,7,1
195,180104902,22,4,0,0,0,0,0,0,7,1
196,180105102,18,4,0,0,0,0,0,0,7,1
197,180106102,26,4,0,0,0,0,0,0,7,1
198,180106502,14,4,0,0,0,0,0,0,7,1
199,180107002,22,4,0,0,0,0,0,0,7,1
200,180107102,18,4,0,0,0,0,0,0,7,1
201,180108102,26,4,0,0,0,0,0,0,7,1
202,180108302,14,4,0,0,0,0,0,0,7,1
203,180109402,22,4,0,0,0,0,0,0,7,1
204,180110002,18,4,0,0,0,0,0,0,7,1
205,180110102,26,4,0,0,0,0,0,0,7,1
206,180112702,14,4,0,0,0,0,0,0,7,1
207,180113102,22,4,0,0,0,0,0,0,7,1
208,180113202,18,4,0,0,0,0,0,0,7,1
209,180114602,26,4,0,0,0,0,0,0,7,1
210,180119501,14,4,0,0,0,0,0,0,7,1
211,180119802,22,4,0,0,0,0,0,0,7,1
212,180119902,18,4,0,0,0,0,0,0,7,1
213,180120002,26,4,0,0,0,0,0,0,7,1
214,180120402,14,4,0,0,0,0,0,0,7,1
215,180122901,22,4,0,0,0,0,0,0,7,1
216,180123001,18,4,0,0,0,0,0,0,7,1
217,180123402,26,4,0,0,0,0,0,0,7,1
218,180123602,14,4,0,0,0,0,0,0,7,1
219,180124201,22,4,0,0,0,0,0,0,7,1
220,180124301,18,4,0,0,0,0,0,0,7,1
221,180125004,26,4,0,0,0,0,0,0,7,1
222,180127702,14,4,0,0,0,0,0,0,7,1
223,180127802,22,4,0,0,0,0,0,0,7,1
224,180127902,18,4,0,0,0,0,0,0,7,1
225,180128302,26,4,0,0,0,0,0,0,7,1
226,180129102,14,4,0,0,0,0,0,0,7,1
227,180131502,22,4,0,0,0,0,0,0,7,1
228,180131602,18,4,0,0,0,0,0,0,7,1
229,180131702,26,4,0,0,0,0,0,0,7,1
230,180133382,14,4,0,0,0,0,0,0,7,1
231,180133422,22,4,0,0,0,0,0,0,7,1
232,82802197,106,2,0,0,0,0,0,0,1,1
233,81500298,216,100,0,0,0,0,0,0,1,1
234,80900198,54,5,0,0,0,0,0,0,1,1
235,160100397,196,1,0,0,0,0,0,0,1,1
236,81500398,192,1,0,0,0,0,0,0,1,1
237,82800497,66,5,0,0,0,0,0,0,1,1
238,20610298,118,5,0,0,0,0,0,0,1,1
239,30210398,184,1,0,0,0,0,0,0,1,1
240,80900697,188,1,0,0,0,0,0,0,1,1
241,81000597,180,1,0,0,0,0,0,0,1,1
242,81500598,38,5,0,0,0,0,0,0,1,1
243,82800697,148,1,0,0,0,0,0,0,1,1
244,80901097,38,5,0,0,0,0,0,0,1,1
245,82901599,58,5,0,0,0,0,0,0,1,1
246,80501398,176,1,0,0,0,0,0,0,1,1
247,80500198,62,5,0,0,0,0,0,0,1,1
248,81301197,94,1,0,0,0,0,0,0,1,1
249,80600398,136,100,0,0,0,0,0,0,1,1
250,81401398,292,1,0,0,0,0,0,0,1,1
251,80501198,38,5,0,0,0,0,0,0,1,1
252,80600198,38,5,0,0,0,0,0,0,1,1
253,80601198,102,1,0,0,0,0,0,0,1,1
254,81400198,30,600,0,0,0,0,0,0,1,1
255,80802904,140,5,0,0,0,0,0,0,1,1
256,80402904,240,5,0,0,0,0,0,0,1,1
257,80602904,140,5,0,0,0,0,0,0,1,1
258,80302904,240,5,0,0,0,0,0,0,1,1
259,80702904,140,5,0,0,0,0,0,0,1,1
260,80102904,240,5,0,0,0,0,0,0,1,1
261,81202904,140,5,0,0,0,0,0,0,1,1
262,80502904,240,5,0,0,0,0,0,0,1,1
263,81302904,140,5,0,0,0,0,0,0,1,1
264,80902904,240,5,0,0,0,0,0,0,1,1
265,81002904,140,5,0,0,0,0,0,0,1,1
266,80202904,240,5,0,0,0,0,0,0,1,1
267,81402904,184,1,0,0,0,0,0,0,1,1
268,81102501,128,5,0,0,0,0,0,0,2,1
269,80202501,132,1,0,0,0,0,0,0,2,1
270,180400101,464,3,0,0,0,0,0,0,4,1
271,180400102,461,2,0,0,0,0,0,0,4,1
272,170194831,14,5,0,0,0,0,0,0,4,1
273,170194832,18,5,0,0,0,0,0,0,4,1
274,170194833,22,5,0,0,0,0,0,0,4,1
275,170194834,26,5,0,0,0,0,0,0,4,1
276,170194835,30,50,0,0,0,0,0,0,4,1
277,170194836,34,50,0,0,0,0,0,0,4,1
278,190190931,462,1,0,0,0,0,0,0,4,1
279,90595405,124,2,0,0,0,0,0,0,2,1
280,170194848,176,1,0,0,0,0,0,0,3,1
281,170194847,180,1,0,0,0,0,0,0,3,1
282,170194846,184,1,0,0,0,0,0,0,3,1
283,170194845,188,1,0,0,0,0,0,0,3,1
284,170194840,192,1,0,0,0,0,0,0,3,1
285,170194839,196,1,0,0,0,0,0,0,3,1
286,170194838,216,50,0,0,0,0,0,0,3,1
287,170194841,14,7,0,0,0,0,0,0,3,1
288,170194842,18,7,0,0,0,0,0,0,3,1
289,170194843,22,7,0,0,0,0,0,0,3,1
290,170194844,26,7,0,0,0,0,0,0,3,1
291,180133701,14,10,22,10,0,0,0,0,4,1
292,180133702,26,10,18,10,0,0,0,0,4,1
293,180133703,30,100,34,100,0,0,0,0,4,1
294,180133704,466,2,0,0,0,0,0,0,4,1
295,180133705,184,2,0,0,0,0,0,0,4,1
296,180133706,132,2,0,0,0,0,0,0,4,1
297,180133707,128,7,0,0,0,0,0,0,4,1
298,180133708,455,10,0,0,0,0,0,0,4,1
299,180133709,455,15,0,0,0,0,0,0,4,1
300,180133710,106,4,0,0,0,0,0,0,4,1
301,180133711,462,2,0,0,0,0,0,0,4,1
302,180133712,461,2,0,0,0,0,0,0,4,1
303,180133713,463,2,0,0,0,0,0,0,4,1
304,180133714,464,4,0,0,0,0,0,0,4,1
305,180133715,465,1,0,0,0,0,0,0,4,1
306,81602904,188,1,0,0,0,0,0,0,1,1
307,180133342,26,2,0,0,0,0,0,0,7,1
308,180123701,26,4,0,0,0,0,0,0,7,1
309,190192101,463,1,0,0,0,0,0,0,4,1
310,190192111,464,2,0,0,0,0,0,0,4,1
311,190192121,465,1,0,0,0,0,0,0,4,1
312,180133901,30,10,0,0,0,0,0,0,7,1
313,180133902,70,5,0,0,0,0,0,0,7,1
314,180133903,128,1,0,0,0,0,0,0,7,1
315,82802904,240,5,0,0,0,0,0,0,1,1
316,180120101,26,4,0,0,0,0,0,0,7,1
317,180120601,14,4,0,0,0,0,0,0,7,1
318,90110398,18,4,0,0,0,0,0,0,1,1
319,180120301,22,4,0,0,0,0,0,0,7,1
320,180134001,26,4,0,0,0,0,0,0,4,1
321,180134002,455,1,0,0,0,0,0,0,4,1
322,180134003,455,5,0,0,0,0,0,0,7,1
323,190143201,455,5,0,0,0,0,0,0,5,1
324,190143202,463,1,0,0,0,0,0,0,5,1
325,190143203,455,40,0,0,0,0,0,0,5,1
326,180134101,14,4,0,0,0,0,0,0,7,1
327,180134102,26,4,0,0,0,0,0,0,7,1
328,180134103,18,4,0,0,0,0,0,0,7,1
329,180134104,22,4,0,0,0,0,0,0,7,1
330,180134204,26,10,0,0,0,0,0,0,7,1
331,180134205,14,10,0,0,0,0,0,0,7,1
332,180134206,18,10,0,0,0,0,0,0,7,1
333,180134207,22,10,0,0,0,0,0,0,7,1
334,180134201,455,5,0,0,0,0,0,0,7,1
335,180134202,464,2,0,0,0,0,0,0,7,1
336,180134307,14,100,26,10,18,10,22,10,5,1
337,180134308,26,100,14,10,18,10,22,10,5,1
338,180134304,18,100,14,10,26,10,22,10,5,1
339,180134305,22,100,14,10,26,10,18,10,5,1
340,180134306,455,50,0,0,0,0,0,0,4,1
341,180134338,26,2,22,2,0,0,0,0,4,1
342,180134339,14,2,22,2,0,0,0,0,4,1
343,180134340,18,2,22,2,0,0,0,0,4,1
344,180134341,26,2,14,2,0,0,0,0,4,1
345,180134342,18,2,14,2,0,0,0,0,4,1
346,180134343,18,2,26,2,0,0,0,0,4,1
347,180134318,70,10,0,0,0,0,0,0,4,1
348,180134319,106,3,0,0,0,0,0,0,4,1
349,180134322,464,3,0,0,0,0,0,0,4,1
350,180134336,34,100,0,0,0,0,0,0,4,1
351,180134325,455,20,0,0,0,0,0,0,4,1
352,180134327,30,50,0,0,0,0,0,0,4,1
353,180134344,192,3,196,3,0,0,0,0,4,1
354,180134347,26,1,0,0,0,0,0,0,4,1
355,180134348,14,1,0,0,0,0,0,0,4,1
356,180134349,22,1,0,0,0,0,0,0,4,1
357,180134350,26,1,0,0,0,0,0,0,4,1
358,180134351,14,1,0,0,0,0,0,0,4,1
359,180134352,22,1,0,0,0,0,0,0,4,1
360,180134353,26,2,18,2,0,0,0,0,4,1
361,180134354,14,2,18,2,0,0,0,0,4,1
362,180134355,22,2,18,2,0,0,0,0,4,1
363,180134356,26,2,18,2,0,0,0,0,4,1
364,180134357,14,2,18,2,0,0,0,0,4,1
365,180134358,22,2,18,2,0,0,0,0,4,1
366,180134359,14,4,0,0,0,0,0,0,4,1
367,180134360,26,4,0,0,0,0,0,0,4,1
368,180134361,22,4,0,0,0,0,0,0,4,1
369,180134362,18,4,0,0,0,0,0,0,4,1
