ID,_BGM,_Picture1,_Picture2,_Picture3,_Picture4,_Picture5,_Picture6,_Picture7,_Picture8,_Picture9,_Picture10,_Picture11,_Picture12,_Picture13,_Picture14
10001000,Data/BGM/MOOWEN.MP3,Data/STORY/STORY1/00.png,Data/STORY/STORY1/01.png,Data/STORY/STORY1/02.png,Data/STORY/STORY1/03.png,Data/STORY/STORY1/04.png,Data/STORY/STORY1/05.png,Data/STORY/STORY1/06.png,Data/STORY/STORY1/07.png,,,,,,
10002000,Data/BGM/REVI_STONE.mp3,Data/STORY/STORY2/00.png,Data/STORY/STORY2/01.png,Data/STORY/STORY2/02.png,Data/STORY/STORY2/03.png,Data/STORY/STORY2/04.png,Data/STORY/STORY2/05.png,Data/STORY/STORY2/06.png,,,,,,,
10003000,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY3/1_1.png,Data/STORY/STORY3/1_2.png,Data/STORY/STORY3/1_3.png,Data/STORY/STORY3/1_4.png,,,,,,,,,,
10003001,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY3/2_1.png,Data/STORY/STORY3/2_2.png,Data/STORY/STORY3/2_3.png,,,,,,,,,,,
10003002,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY3/3_1.png,Data/STORY/STORY3/3_2.png,Data/STORY/STORY3/3_3.png,,,,,,,,,,,
10003003,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY3/4_1.png,Data/STORY/STORY3/4_2.png,Data/STORY/STORY3/4_3.png,Data/STORY/STORY3/4_4.png,,,,,,,,,,
10004000,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY4/Event_ST_1_1.png,Data/STORY/STORY4/Event_ST_1_2.png,Data/STORY/STORY4/Event_ST_1_3.png,Data/STORY/STORY4/Event_ST_1_4.png,,,,,,,,,,
10005000,Data/BGM/0-0-0.MP3,Data/STORY/STORY5/LaSeasonFestival01.png,Data/STORY/STORY5/LaSeasonFestival02.png,Data/STORY/STORY5/LaSeasonFestival03.png,Data/STORY/STORY5/LaSeasonFestival04.png,,,,,,,,,,
10006000,Data/BGM/IRIS_STONE.MP3,Data/Prologue/UI/Prologue01.png,Data/Prologue/UI/Prologue02.png,Data/Prologue/UI/Prologue03.png,Data/Prologue/UI/Prologue04.png,Data/Prologue/UI/Prologue05.png,Data/Prologue/UI/Prologue06.png,Data/Prologue/UI/Prologue07.png,,,,,,,
10007000,Data/BGM/IRIS_STONE.MP3,Data/Prologue/UI/RENEWALPROLOGUE01.PNG,Data/Prologue/UI/RENEWALPROLOGUE02.PNG,Data/Prologue/UI/RENEWALPROLOGUE03.PNG,Data/Prologue/UI/RENEWALPROLOGUE04.PNG,Data/Prologue/UI/RENEWALPROLOGUE05.PNG,Data/Prologue/UI/RENEWALPROLOGUE06.PNG,Data/Prologue/UI/RENEWALPROLOGUE07.PNG,Data/Prologue/UI/RENEWALPROLOGUE08.PNG,,,,,,
10008000,Data/BGM/IRIS_STONE.MP3,Data/STORY/STORY6/01.png,Data/STORY/STORY6/02.png,Data/STORY/STORY6/03.png,Data/STORY/STORY6/04.png,Data/STORY/STORY6/05.png,Data/STORY/STORY6/06.png,Data/STORY/STORY6/07.png,Data/STORY/STORY6/08.png,Data/STORY/STORY6/09.png,Data/STORY/STORY6/10.png,,,,
144701000,Data/BGM/PROLOGUE1.mp3,Data/STORY/STORY7/01.png,Data/STORY/STORY7/02.png,Data/STORY/STORY7/03.png,Data/STORY/STORY7/04.png,Data/STORY/STORY7/05.png,Data/STORY/STORY7/06.png,Data/STORY/STORY7/07.png,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
