ID,_Name,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Visible,_Acquisition_EffectID1,_Acquisition_EffectID2,_Acquisition_EffectID3,_Acquisition_EffectID4,_Acquisition_EffectID5,_Acquisition_ItemID1,_Acquisition_StackCount1,_Acquisition_Rare1,_Acquisition_ItemID2,_Acquisition_StackCount2,_Acquisition_Rare2,_Mission_Type1,_Mission_ID1,_Mission_Count1,_Mission_Type2,_Mission_ID2,_Mission_Count2,_Mission_Type3,_Mission_ID3,_Mission_Count3,_Mission_Type4,_Mission_ID4,_Mission_Count4,_Complete_NPCID,_Consumption_ItemID1,_Consumption_ItemCount1,_Consumption_ItemID2,_Consumption_ItemCount2,_Consumption_ItemID3,_Consumption_ItemCount3,_Consumption_ItemID4,_Consumption_ItemCount4,_Consumption_ItemID5,_Consumption_ItemCount5,_Rank1_Require1_Type,_Rank1_Require1_ID,_Rank1_Require1_Value1,_Rank1_Require1_Value2,_Rank1_Require2_Type,_Rank1_Require2_ID,_Rank1_Require2_Value1,_Rank1_Require2_Value2,_Rank2_Require1_Type,_Rank2_Require1_ID,_Rank2_Require1_Value1,_Rank2_Require1_Value2,_Rank2_Require2_Type,_Rank2_Require2_ID,_Rank2_Require2_Value1,_Rank2_Require2_Value2,_Rank3_Require1_Type,_Rank3_Require1_ID,_Rank3_Require1_Value1,_Rank3_Require1_Value2,_Rank3_Require2_Type,_Rank3_Require2_ID,_Rank3_Require2_Value1,_Rank3_Require2_Value2,_Rank1_ID1,_Rank2_ID1,_Rank3_ID1,_Quest_AcceptType,_Quest_CompletionDel,_Quest_Type,_Complete_Remote,_IsUnique,_RewardType,_REWARD_REP,_Hero_Mission,_Reward_Lv
112013001,蜂怪女王的猜謎,1,3,50,0,4,2,112013001,1,4,1,112000326,1,4,1,112000331,1,4,1,112000336,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000198,1,0,0,0,0,0,0,0,0,0,6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112013001,0,0,1,0,0,2,1,1,1,0,0
112013002,為了見到影子忍者王,1,3,100,0,4,2,112013002,1,4,1,111000836,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,810000159,1,0,0,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112013002,0,0,1,0,0,2,1,1,1,0,0
112013003,鏘鏘~荒野鏢客,1,3,140,0,4,2,112013003,1,4,1,113000355,1,4,1,113000337,1,4,1,113000346,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000248,1,0,0,0,0,0,0,0,0,0,6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112013003,0,0,1,0,0,2,1,1,1,0,0
114009055,怪物塔的制霸者!,1,3,1,0,2,2,160299740,1,7,2,19000287,1,0,0,0,0,4,2,114009055,1,1,0,0,0,0,0,0,0,1,0,0,1,5,582,1,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114009055,0,0,3,0,0,0,1,1,1,0,0
114009056,怪物塔第二季的制霸者!,1,3,1,0,2,2,160299786,1,7,2,19000321,1,0,0,0,0,4,2,114009056,1,1,0,0,0,0,0,0,0,1,0,0,1,5,591,1,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114009056,0,0,3,0,0,0,1,1,1,0,0
114013001,多重人生,1,3,60,0,4,2,114013001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,29,999,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114013001,0,0,1,0,0,2,1,1,1,0,0
114013029,超超超超?超級瑪琍(`~'),1,3,15,0,4,2,114013029,99999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,360001,1,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140130291,0,0,1,0,0,0,1,1,1,0,0
114013030,獎勵關卡 One!,1,3,15,0,4,2,114013030,1,0,0,0,0,0,0,0,0,4,1,114013029,4,1,0,0,0,0,0,0,0,1,0,0,1,2,360001,1,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140130301,0,0,1,0,0,0,1,1,1,0,0
114013031,嘟呼努嚕 超級瑪琍~2~,1,3,15,0,4,2,114013031,99999,0,0,0,0,0,0,0,0,4,1,114013029,1,1,0,0,0,0,0,0,0,1,0,0,1,2,360201,1,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140130311,0,0,1,0,0,0,1,1,1,0,0
114013032,獎勵關卡 Two!,1,3,15,0,4,2,114013032,1,5,2,1266,0,0,0,0,0,4,1,114013031,4,1,0,0,0,0,0,0,0,1,0,0,1,2,360201,1,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140130321,0,0,1,0,0,0,1,1,1,0,0
